x1,x2,color
0.29371404638882936,0.6309761238544878,brown
0.32198060646830806,0.6615643366662437,brown
0.3386708459143266,0.5523700752940731,brown
0.3006101355032047,0.6344422678994391,brown
0.34879731608699105,0.6346380702580473,brown
0.3688748416809269,0.6119770390549055,brown
0.33981085404434463,0.5950738763476149,brown
0.20705004988393305,0.6555515506604268,brown
0.27999995106635067,0.6576602410591048,brown
0.2058377826833102,0.6500432567901567,brown
0.288890068654162,0.6399918687621287,brown
0.3240644043695198,0.5742783354620916,brown
0.30876411669695836,0.5746737518437246,brown
0.35012551254155233,0.6152965383306876,brown
0.328042041261993,0.5711474085125988,brown
0.34990087525287417,0.5858500211227085,brown
0.3597727583851983,0.6233518122345786,brown
0.25048980850025004,0.658722909809713,brown
0.3215365260814981,0.594696250141836,brown
0.2502712168104897,0.6056979918204501,brown
0.2692754283280413,0.6101173598689088,brown
0.3893887276670218,0.6133704728521987,brown
0.3285970240613242,0.6257154066460968,brown
0.29842365532444626,0.6511761366236841,brown
0.26771345040508976,0.6480806975023382,brown
0.33168744063737965,0.6046595814301613,brown
0.2709131682313094,0.5629498485620673,brown
0.31201785576390373,0.5246243582997631,brown
0.36357586848699386,0.6145970748418648,brown
0.35950659537537755,0.6397037329202616,brown
0.36675932281889545,0.6059022214745919,brown
0.3084448122772835,0.5840827290265799,brown
0.24874260023898387,0.6170942724426395,brown
0.32340774058733046,0.6339770458151538,brown
0.27441943872688157,0.6347700622209068,brown
0.2378633256940227,0.6454711518129257,brown
0.3070852576860089,0.6456785680789167,brown
0.374920305294566,0.6429584272183438,brown
0.2670850081127386,0.6130260608677532,brown
0.2994213707166893,0.5300524343013364,brown
0.2613456823212893,0.637503021590164,brown
0.2834126608395803,0.6684561719251662,brown
0.31997625987951495,0.5724709893092556,brown
0.251585740490889,0.6507514087578593,brown
0.28729443870295257,0.6435731663552414,brown
0.3728601804273517,0.608270486997442,brown
0.28006605300484144,0.5886577837129793,brown
0.2811196898729046,0.6388715127159734,brown
0.2980769731641544,0.6578311326819885,brown
0.33469326286925505,0.5737305496057485,brown
0.35566302491868396,0.6441370789782134,brown
0.23176319834497083,0.664064647529814,brown
0.1813245324483197,0.6481332433310275,brown
0.2868216472268852,0.5960497569034052,brown
0.3209119055785654,0.597252279597574,brown
0.3751799265698218,0.6218161999585206,brown
0.27865443494445485,0.579182132363521,brown
0.3474495084935515,0.6335730486592678,brown
0.29882041479760757,0.5903855655569217,brown
0.17221830642616054,0.6460302351527585,brown
0.383444764590835,0.6287876436124336,brown
0.3555901794441886,0.6219464973244838,brown
0.29659811026530913,0.6016122265052329,brown
0.3182632603684066,0.6579682883653902,brown
0.17359334190502207,0.6566054131438707,brown
0.25664718276666043,0.5959776947475415,brown
0.3951756588801373,0.6115608706363498,brown
0.2586054040971215,0.6120384662318014,brown
0.18905483991778682,0.6541722914082019,brown
0.3491808920164945,0.6370605592779743,brown
0.3129425742703008,0.6697330750307076,brown
0.3566282058493504,0.6301911879094009,brown
0.3486753667774789,0.5869720033606508,brown
0.27356950782493816,0.5820690383855796,brown
0.3049042750938581,0.6524896915173404,brown
0.19953665726674252,0.650340235218391,brown
0.2906201398642264,0.5677894381546437,brown
0.30212962076827565,0.6308057194597408,brown
0.2965698630364054,0.5959625088991091,brown
0.3584017835357296,0.6207141886839245,brown
0.2725216738397449,0.6268273473867434,brown
0.35956054169217877,0.6162647859494974,brown
0.31328032637753533,0.6235260067575005,brown
0.23943505606535742,0.6618549574281225,brown
0.3229086972664641,0.5920788013550731,brown
0.2906972014038156,0.6131266834041378,brown
0.17854042267030157,0.6684081415808945,brown
0.30115086610016395,0.5299263380207262,brown
0.3038116014259278,0.5870142113118544,brown
0.24839706484298196,0.6291466533013296,brown
0.2343094971204206,0.6334734419432162,brown
0.28434078769785753,0.6416220072998493,brown
0.1981337249960512,0.6595548844267899,brown
0.3076926385576818,0.598660195282873,brown
0.2409370488041197,0.6511770152646016,brown
0.35806083057655147,0.6064803464816698,brown
0.36784588743700575,0.6301022482884876,brown
0.36477241635556645,0.639987435331716,brown
0.30013994616009243,0.572565597945612,brown
0.3306024876460807,0.6677331844828385,brown
0.18486414825972253,0.6587544265378156,brown
0.2754435040906429,0.6126901829517983,brown
0.36535939561042086,0.6350315148772766,brown
0.2858031477373829,0.6423374027635631,brown
0.3740202495151551,0.631651758297204,brown
0.3115615171814782,0.5756739155045988,brown
0.17955873838252057,0.6576152285450908,brown
0.3333436712856297,0.5833232296021477,brown
0.2510381058261163,0.6615450554448468,brown
0.17040511236126665,0.6574677899295135,brown
0.34995636794906315,0.6048012761842906,brown
0.2985239836021336,0.6264839533727379,brown
0.3752191469606512,0.6416720274234269,brown
0.3176588770303561,0.6653718739691951,brown
0.3042119979325143,0.66544571971962,brown
0.2768552504863141,0.5703132018122715,brown
0.3601323119722647,0.6602774407590617,brown
0.27166244709059784,0.6205644855002618,brown
0.3336667142692141,0.5889896620788656,brown
0.2351663436978082,0.6385864724502842,brown
0.2644972273376026,0.6388136434183019,brown
